YB,LM,TEMP,LRATIO,T_BOL,SURF_DENS
5330,57.06896552,29,4.5,47.17,0.71
5333,36.11842777,24.7,176.8,82.26,1.79
5334,3.057859599,15.4,40.7,53.61,2.23
5337,9.840575275,18.6,80.8,47.79,0.25
5340,2.215308287,14.9,30.6,38.68,0.14
5344,17.92804428,23.3,96.5,41.37,1.18
5346,7.765855585,20.6,54.4,42.78,2.05
5347,1.463957426,12.7,31.1,49.78,0.8
5350,29.02507654,23.8,150.7,67.16,1.46
5353,1.766243535,10.9,57.7,94.73,0.11
5354,11.76888889,17.2,114.4,48.33,0.07
5357,2.571243243,14.3,39.3,46.14,0.48
5358,38.38450454,20.2,268.6,52.16,0.18
5359,4.243444894,14,68.2,49.62,0.52
5360,2.657037428,14.7,38,44.16,0.38
5363,8.481830417,20.1,63.4,44.1,2.78
5365,11.77544248,18.9,94.5,49.74,0.49
5366,1.179661017,13.6,0.5,36.4,0.83
5368,26.15748031,21.1,3.9,55.63,0.66
5370,2.73508103,15.3,35.1,37.22,0.12
5371,0.686520162,12.3,15.6,33.05,0.38
5373,0.074977685,9.7,3.6,14.76,0.48
5375,19.38636866,26,90.1,42.1,3.34
5376,16.1647945,20.6,110.2,66.07,0.92
5377,13.29905363,21.5,82.5,40.2,0.01
5379,24.11111111,20,172.1,47.51,0.06
5380,20.95890411,21.2,104.1,48.95,0.02
5381,34.33649289,23.3,134.5,56.38,0.93
5384,4.280701754,15.1,48.7,46.28,0.06
5385,12.04255319,19.9,1.7,42.5,0.19
5386,26.40119427,22.8,150.3,49,1.88
5388,2.711005542,15.5,34.3,38.24,0.56
5389,5.729083665,18.6,35.7,34.7,0.1
5390,7.808153477,16.2,1.8,48.22,0.15
5391,0.266603853,7.8,28.5,51.86,1.45
5392,11.06911884,19.3,87.4,47.13,1.43
5394,24.83055799,20.3,173.2,53.11,0.67
5395,13.81818182,17,139.2,51.32,0.2
5396,5.733333333,15.8,68.1,47.78,0.18
5397,1.68825629,14.6,24.3,34.18,0.17
5398,11.90285714,18,2.2,46.9,0.53
5399,70.27272727,30.6,4.7,62.08,0.1
5400,5.547911548,16.6,1.2,53.01,0.74
5401,4.417251755,16.7,1,44.51,0.77
5402,0.414377289,10.4,15.9,42.39,0.32
5404,3.447592068,13.8,38.5,49.71,0.21
5405,23.3850528,21.5,148.6,51.82,1.74
5406,4.317946351,17,44.8,40.28,1.49
5407,43.73365731,24,226,52.84,1.79
5411,2.41798353,23.8,16.7,25.78,13.65
5413,52.08769352,20.2,380.1,60.23,2.26
5415,2.403228263,12.9,49.1,50.1,1
5416,68.29741379,27.1,270,48.47,0.05
5417,5.297679112,14.9,1.7,49.45,0.4
5418,8.487129252,19,68,42.58,0.74
5419,5.805232558,15.7,71,47.12,0.59
5420,2.976629766,17.4,28.4,26.19,0.13
5421,19.08689804,21,128.9,63.95,2.16
5422,24.24020937,23.1,142.9,54.41,4.35
5423,2.210208513,14.2,35.4,42.83,1.24
5424,4.42870399,16.5,48.2,42.45,0.44
5425,0.362587306,12.6,8.2,20.09,2.2
5426,6.174016282,17.2,60.5,42.01,0.39
5428,1.017560547,11.7,27.5,57.84,1.68
5429,4.209475333,17,44.1,51.2,1.92
5430,4.530662152,15.7,54.7,43.24,0.24
5432,21.73217116,19.7,156.6,49.39,0.24
5434,10.67684182,18.6,90,57.72,0.8
5435,2.124765674,13.6,37.2,41.69,0.14
5436,40.08032129,23.7,203.6,49.25,0.32
5437,1.137942504,12.3,25.9,42.71,0.34
5438,8.921755725,16.2,100.7,48.59,0.2
5439,8.949446417,17.8,80.1,50.8,0.12
5440,25.26194569,22.2,144.9,47.29,0.12
5441,5.37336625,17.1,53.2,40.89,0.23
5442,2.054537885,16.7,21.7,25.8,0.07
5445,1.0973927,14.9,15.5,22.41,1.55
5447,1.177757096,14.5,17.6,27.51,0.95
5448,5.591078067,15.6,69.9,50.22,0.17
5450,42.1982125,33.4,137,44.08,5.91
5451,19.08834586,25,64.6,40.35,2.48
5455,9.972902824,21.4,69.5,54.42,5.16
5462,2.851675978,15.2,38.7,44.67,1.54
5463,2.215195187,14.8,33,43.72,2.89
5465,5.021875,15.2,64.9,47.08,0.2
5469,1.448947779,12.8,29.3,42.52,0.16
5470,21.61184581,20.6,145.3,53.51,0.36
5471,15.71538462,20,116.6,59.1,1.99
5473,3.595896328,15.8,42.6,39.78,0.12
5474,17.95833333,19.7,131.5,46.29,0.12
5475,10.30190027,21.2,66.7,41.62,1.37
5477,8.239453782,19,66.3,47.26,1.1
5478,5.782114715,20,43.4,35.06,2.44
5481,15.74023013,22.3,93,43.75,1.52
5483,13.26841448,16.5,143,49.79,0.37
5485,9.653012048,18.6,82.5,45.72,1.38
5487,5.64953271,15.4,71.6,46.47,0.15
5489,7.092896175,15.9,82.4,46.94,0.23
5490,11.91104051,19.3,90.3,42.72,0.13
5491,1.141417274,13,22.7,40.74,0.71
5493,5.039832285,17,51.1,41.82,0.55
5495,13.27317881,18.5,117.7,48.43,2.61
5496,3.230088496,15.5,39.8,40.3,0.06
5497,6.911671924,16.8,71.1,43.55,0.08
5498,3.54619736,15.5,43.7,41.31,0.08
5499,15.70160265,17.6,143.7,49.67,0.11
5500,0.511515401,12.8,11.6,35.05,4.97
5502,0.887519991,12.6,19.3,37.02,0.59
5503,29.85925926,20.8,196,61.49,0.22
5504,30.48587571,23.5,160,48.09,0.83
5505,221.2705882,39.1,502.5,59.53,1.13
5506,32.81727575,21.4,201.5,48.11,0.07
5507,32.09975787,23.2,169.4,47.39,0.08
5508,3.486401218,15.8,41.3,39.28,0.13
5509,23.01831386,23.2,130.4,88.25,3.12
5510,7.284194529,16.9,74.2,46.09,0.13
5512,2.834210526,15.4,36.2,38.84,0.65
5514,3.21135683,15.2,42.2,44.67,0.49
5515,2.536159781,15.8,31.4,38.79,1.48
5516,4.715855848,15,70.6,50.17,4.5
5517,7.008720379,16.5,76.3,48.72,0.11
5518,1.010869565,13.9,16.6,26.83,0.61
5519,54.36581586,24.9,256,54.56,0.72
5520,34.30188679,20,244.9,52.5,0.61
5522,3.912656719,11.6,106.1,67.45,0.47
5524,13.85328185,16.7,144.1,52.4,0.16
5525,15.78571429,20.6,106.2,47.4,0.34
5527,17.56988546,22.2,112.9,46.28,4.62
5530,3,16.6,55.9,42.15,0.11
5531,2.556420973,14.9,35.4,36.41,0.33
5532,0.431809451,10.8,9.1,41.37,1.1
5535,42.17680496,28.8,166.3,52.14,3.79
5537,12.75806452,19.8,90.9,43.47,0.06
5538,4.100609935,15.5,51.2,43.65,0.32
5541,15.55517744,19.6,115,47.65,0.19
5542,48.5,21.9,284.7,58.97,0.03
5543,2.934782609,15.1,38.7,41.56,0.2
5546,4.549808429,16.7,47.7,38.4,0.17
5547,3.833333333,15.3,49,42.92,0.08
5550,12.60784314,21.6,76.1,37.84,0.04
5551,0.117731002,9.9,5.2,19.16,0.68
5552,8.231343284,18.2,71.4,42.64,0.14
5554,7.620512821,17.7,70.1,43.08,0.14
5556,122.967555,20.5,826.6,78.63,0.25
5558,12.1152648,18.3,103.7,46.3,0.14
5559,0.694068905,12.7,14.7,29.36,0.58
5560,5.918699187,17.3,57.2,40.4,0.16
5561,1.833479628,12.6,39.4,47.46,0.71
5562,18.85803238,23,105.5,44.91,1.74
5563,23.00845008,23.2,128,55.3,2.33
5567,0.107811948,10.2,4.3,15.78,0.26
5568,10.3454416,20,76.8,50.14,2.21
5569,21.54605263,21.3,138.5,52.31,1.5
5571,0.562527233,11.7,14.8,37.49,0.42
5572,15.47539983,19.2,120.3,46.14,0.14
5574,15.56467662,20.3,108.3,47.18,0.54
5575,68.54651879,27,272.9,53.78,0.11
5578,4.267850923,13.9,70.6,55.23,0.79
5579,0.369362156,12.5,8.1,19.38,0.28
5580,0.391377805,10.4,15,50.36,1.27
5582,10.80296468,18.1,94.3,50.93,0.19
5583,17.58960328,16.7,182.1,50.42,0.18
5584,7.716064213,18.3,66.3,42.52,0.45
5587,3.944702185,14.5,58.8,56.68,0.42
5588,15.58539765,21.5,56.5,45,1.84
5589,0.527180161,13.3,9.7,20.56,0.26
5591,10.42857143,17.5,98.6,47.9,0.11
5592,3.383989145,15.1,44.9,41.26,0.13
5593,7.186538946,17.8,64.7,44.74,0.16
5597,5.833490122,15.9,44.6,45.71,0.71
5598,107.049456,34.1,228.6,60.17,1.88
5605,236.4740015,35.1,635.5,111.29,1.38
5608,6.358385525,16.1,72.6,45.33,0.28
5612,1.971837282,14.2,30.9,52.49,0.83
5613,3.121766562,14.8,43.9,46.03,0.55
5615,12,19.9,108.9,45.18,0.13
5617,3.397190394,14.6,49.7,47.05,0.17
5618,36.13934426,24.6,171.8,47.06,0.05
5620,45.17142857,25.1,204.3,48.28,0.02
5621,15.94968553,19,126,58.16,0.33
5622,11.42540323,19.9,81.4,41.29,0.1
5623,65.59317845,25.2,298.3,49.8,0.07
5626,10.55893074,17,54,66.81,1.28
5627,29.82029598,22.9,79.8,48.22,0.21
5628,11.36363636,14.4,90.2,51.14,0.07
5629,5.470610399,14.9,74.8,48.04,0.13
5631,11.9953271,19.2,70.5,45.25,0.1
5632,4.119936458,18.4,52.4,35.47,2.8
5633,5.65,19.8,41.6,30.59,0.03
5634,1.539800995,13,36.6,41.08,0.29
5635,23.78358209,21.6,3.2,51.19,0.08
5637,7.267857143,18.6,94.3,41.43,0.54
5639,12.36428571,16.8,188.7,59.8,0.08
5640,1.934458673,15.7,30.7,39.75,4.22
5641,0.317757009,12.2,6.1,18.91,0.16
5642,5.417582418,17,37,42.09,0.07
5645,13.84976526,18.9,94,45.6,0.17
5646,71.54200653,27.8,231.1,109.99,1.11
5647,21.10638298,19.7,153.4,61.56,0.23
5648,6.138888889,17.5,57.7,46.83,0.4
5654,7.282511211,16.2,49.2,48.4,0.15
5655,9.102564103,14.6,134.6,54.92,0.97
5657,2.334801762,14.1,86.4,42.08,0.26
5660,3.143592572,15.1,42.3,42.03,0.36
5662,98.41461342,28.5,372.4,54.98,1.56
5663,17.24742058,15.2,226.1,62.16,0.1
5665,8.144578313,16.7,86.3,47.29,0.37
5667,156.5714286,31.6,497.6,58.14,0.16
5668,23.8162707,18,211.5,53.35,0.33
5669,0.609841828,11.2,18.4,40.35,0.51
5670,96.05714286,37.5,228.2,42.56,0.1
5671,100.9565217,28.8,363.7,56.93,0.08
5672,0.518796992,12.1,8.4,27.4,0.13
5673,0.231505102,10.4,8.8,33.17,0.69
5675,1.117139959,12.1,26.2,50.48,0.24
5676,15.05759479,17.1,151.6,57.51,0.55
5677,1.699570815,13.6,0.6,38.89,0.18
5678,20.35168352,23.4,109.2,43.16,1.45
5679,27.8019802,21.5,172.5,48.28,0.85
5680,2.611077298,14.4,39.6,44.94,0.31
5681,1.767335115,11.9,44.9,60.41,0.76
5682,17.25606177,21.8,107.9,53.31,2.2
5683,53.5,24.2,275.4,56.33,0.38
5684,5.696969697,14.8,79.2,49.35,0.32
5685,20.17898833,20.4,2.5,48.14,0.29
5686,6.369565217,17.4,88.5,41.42,0.06
5687,37,22.9,3.7,49.8,0.69
5689,1.003265528,13.3,19.2,39.62,1.71
5690,10.88235294,17.5,193.7,48.62,0.2
5691,3.332764699,14.6,47.4,45.09,0.24
5692,7.751958225,20,54.8,42.15,0.02
5693,5.774193548,17.4,54.5,42.9,0.12
5695,5.662063953,15.4,71.9,47.93,0.13
5696,6.659663866,17.2,1.5,54.02,0.46
5697,8.057843445,18,71.8,43.97,0.08
5698,7.078821456,16.5,76.8,45.19,0.14
5699,5,18.2,44.5,41.6,1.47
5700,5.852790854,15.1,78.9,55.42,0.38
5701,12.61538462,19,95.5,45.21,0.16
5702,1.503225806,14.2,23.5,36.75,0.14
5703,16.50785488,18.3,148.5,58.56,2.18
5704,8.578313253,17.1,84,45.79,0.17
5706,1.868338323,14.2,28.9,42.69,0.12
5707,12.83814103,19.5,95.3,44.77,0.14
5709,16.97361647,22.5,94.2,41.29,0.05
5710,3.093319194,17.1,30.8,30.43,0.46
5711,0.99862955,11.6,27.2,46.81,0.59
5712,3.661816905,13.9,60.1,51.37,0.43
5713,4.938834891,18.1,46.5,42.37,3.05
5714,15.84344628,20.3,108.3,44.56,0.1
5716,13.62117027,26.7,64.4,38.61,6.03
5717,16.81012177,20.3,114.8,45.54,0.16
5719,19.17857143,24,174,38.72,0.05
5720,13.57961399,19,107.3,49.67,0.08
5722,5.209261858,21.3,33.6,26.88,1.39
5724,17.03727492,19.7,128.7,62.62,1.68
5725,34.86193316,22.2,208.4,72.49,1.59
5726,47.63326987,26,210.8,53.64,1.44
5727,16.37718462,21.2,102.9,42.14,0.1
5728,3.795524439,15.3,49.9,48.38,0.96
5729,2.242857143,14.7,31.9,40.29,0.24
5730,11.02769015,19.6,80.7,47.27,0.13
5732,14.4618029,20.6,97.4,48.36,0.39
5734,20.65547445,24.6,103.5,45.29,2.38
5735,3.947860403,13.9,66.6,50,1.16
5738,1.95878744,14.2,31.2,47.78,1.08
5739,39.81402003,23.3,213.5,53.45,0.94
5740,1.365164544,12.7,29,49.54,0.74
5741,16.17761989,17.8,3.4,68.58,0.68
5742,73.60443623,20,12.2,125.95,0.35
5743,111.6715784,27.8,426.1,60.33,0.13
5744,1.971212701,13.7,33.4,42.53,0.32
5745,8.525745485,18.9,72.9,49.32,3.1
5748,30.56751825,22.5,170.7,47.71,0.1
5749,7.229757501,19.1,56.6,42.95,0.08
5751,1.843454791,13.6,31.7,42.73,0.15
5754,1.695120608,13.8,28.3,40.31,0.25
5755,9.139443591,19.1,71.9,43.94,0.66
5756,17.91590058,24,143.3,73.73,1.87
5761,19.67058896,24.4,96.8,41.53,1.12
5762,4.695121951,15.1,100.2,46.63,0.1
5765,6.410784708,17.9,58.3,40.7,0.17
5766,16.53164557,20.4,113.1,47.38,0.19
5768,4.839630642,16.5,86.5,62.68,3.4
5769,7.35126788,18.8,59.8,40.35,0.43
5770,15.19227314,20,163.1,55.65,2.7
5771,7.191111111,18.3,96.8,42.63,0.73
5772,2.518957346,14.7,50.2,43.58,0.61
5773,16.24348811,21.6,98,42.12,0.12
5774,19.39655172,22.3,110,46.38,0.34
5775,269.8130081,24.7,1315.8,87.47,0.01
5777,1.197274088,20.2,11.3,22.46,13.62
5780,29.25,21.8,170.7,47.95,0.22
5781,7.587378641,17.1,47.6,46.69,0.36
5783,46.9613447,26.9,203.4,51.27,2.81
5784,2.245283019,14.2,34.3,43.53,0.14
5785,1.890410959,13.9,0.8,43.04,0.66
5786,0.744111133,13,14.8,30.49,0.75
5787,10.81481481,18.4,2.2,45.79,0.1
5789,3.107556961,14.4,46.9,50.02,0.52
5790,0.985668303,11.4,28.4,46.13,0.35
5791,16.2035328,20.8,106.9,47.93,0.3
5792,54.27819136,26.9,223.1,48.22,0.85
5794,30.85352812,21.4,192.8,60.64,0.59
5795,355.4565451,38.3,813.9,66.1,0.02
5796,13.56830601,19.4,57.6,49.78,0.07
5797,20.04268678,19.6,149.4,54.26,0.21
5799,3.498331479,15,47.7,44.83,0.18
5800,95.52631579,32.8,170.5,46.71,0.13
5802,1.186440678,13.3,0.6,35.46,0.11
5803,17.28571429,19.4,129.2,46.81,0.04
5804,3.144223694,14.9,27.4,50.14,2.31
5805,356.4633563,30.7,1167.9,92.93,0.73
5806,0.384253316,11.5,6.3,32.17,1.94
5807,25.91943128,21.2,163.1,50.67,0.24
5809,26.05398616,24.1,132.9,45.93,1.45
5811,24.00929924,23.4,124.2,58.13,0.09
5812,4.346489907,16.2,49.6,42.86,0.63
5813,9.160467588,23.1,51,32.38,1.73
5814,12.88648081,19,103,48.91,0.59
5815,10.1758777,17.5,96.4,62.29,0.32
5816,82.80453714,21.2,528.3,55.79,0.53
5817,13.08610716,18.6,107,66.94,0.15
5820,15.20392157,20.4,103.7,46.25,0.41
5823,77.86837655,27.5,329.7,92.12,3.51
5824,40.19588981,22.5,230.8,57.35,1.14
5825,16.40072089,22,99.1,50.31,1.41
5826,12.41219713,21.8,76.9,44.32,1.8
5827,23.17740033,20.9,152.8,51.9,0.72
5828,12.31538462,19.8,61.2,43.36,0.15
5829,3.81365802,15.6,47.8,44.47,0.87
5830,38.51584222,23.2,202.1,62.42,0.18
5831,0.783088235,13.3,6.9,25.5,0.31
5832,24.40441176,19.3,4.7,70.33,0.09
5833,20.38118377,26.4,90.9,44.76,2.95
5834,2.297533046,14.2,36.1,41.46,0.31
5835,9.583606557,17.5,89.6,46.4,0.15
5836,22.12898752,23.4,115.6,41.79,0.17
5838,177.2623239,22,1064.8,142.45,1.16
5839,2.525008392,15.8,14.6,37.42,2.15
5840,16.18666667,18.8,70.8,48,0.09
5841,11.32399513,21,72.8,40.5,0.11
5842,43.09090909,21,273.5,64.14,0.27
5846,20.30696946,21,130.1,53.56,0.09
5847,28.03831814,19.4,208.8,51.85,0.02
5848,32.52639103,21,211.4,62.35,0.68
5849,138.607438,29.4,501.4,61.19,1.7
5850,0.252755358,9.4,14.2,31.81,2.18
5851,0.464822902,12.7,9.7,20.61,0.63
5855,39.02439024,22.4,1998.9,48.65,0.13
5857,0.562106468,11.1,17.3,43.55,0.28
5859,21.50801209,21.7,132.6,48.55,1.11
5861,12.80640201,17.3,123.6,49.7,0.2
5863,25.24099424,27,111.3,46.25,3.89
5866,2.54965857,13.5,45.4,47.43,0.22
5869,3.549079755,16.5,0.7,40.68,1.08
5870,5.672364672,15.8,0.8,45.36,0.29
5871,15.57024793,19.3,5160.8,47.32,0.05
5872,11.02051282,20.4,75.1,42.37,0.06
5875,4.391888262,15.6,54.1,43.15,0.18
5876,17.12687155,26.3,72.9,30.79,0.49
5877,16.25157332,18,144.1,49.12,0.07
5878,124.5496977,29.2,461.1,51.76,2.4
5882,160.9566294,24.4,848.7,133.4,3.93
5883,5.757107757,16.5,61.9,43.97,0.11
5884,2.069738481,14,879.3,54.15,0.59
5885,2.864779259,15.3,36.8,39.36,0.27
5887,4.892592593,18.7,43.6,41.07,3.69
5888,25.20087336,21.1,158.9,46.84,0.18
5892,45.36764706,22.1,228.9,55.64,0.07
5893,41,37.1,122.4,32.24,0.01
5894,19.77582418,19.7,144.7,51.64,0.32
5895,3.345729304,15.1,45.4,51.45,1.07
5896,2.098641168,11.6,2219.6,78.37,0.44
5897,2.43035343,14.3,0.7,40.49,0.13
5900,25.66494845,19.3,3.8,51.56,0.17
5903,2.14800662,17.8,20.4,24.09,2
5907,78.72192513,35.7,200.1,41.1,0.19
5909,0.769115442,11.8,202,42.64,0.89
5913,43.41263158,25.9,192,55.1,2.68
5914,2.313202247,14.2,35.8,43.6,0.23
5917,2.361203274,13.9,39.3,45.18,1
5918,16.48732824,17.8,150.2,49.06,0.49
5921,23.58472998,21.8,140.7,45.94,0.06
5922,42.72863924,26.6,190.2,54.52,3.34
5924,49.5524786,29.1,185.1,46.18,2.46
5927,8.606013276,17.1,84.7,45.46,0.1
5929,0.291743314,12.3,6.8,18.21,1.2
5932,7.912835755,22.9,45.2,29.75,2.45
5936,5.676133761,15.5,70.8,47.35,0.36
5941,19.08888889,19.7,140.7,54.7,0.3
5943,7.453740949,17.4,71.5,48.22,0.46
5946,2.753980643,13.3,53.5,48.8,2.75
5947,5.878243513,16.8,60.4,42.64,0.19
5948,1.825757576,13.9,84.5,40.43,0.14
5952,5.69486532,16.2,66.1,50.1,1.38
5953,15.61651652,20.6,105,42.84,0.05
5954,0.379082811,12.9,7.7,18.98,1.22
5955,166.5015118,34.3,478,56.83,2.64
5957,8.355485447,18.6,69.8,45.2,0.48
5958,21.33817126,17.7,198.9,57.41,0.51
5959,53.600952,26.9,218.3,60.87,0.45
5960,1.592205855,12.3,36.8,50.92,1.03
5962,21.51,22.4,120.6,47.01,0.01
5963,23.33505155,20.5,157.6,49.37,0.13
5964,56.07246377,23.2,295.8,52.9,0.1
5966,0.313769752,12.4,7.1,18.48,1.02
5968,82.70578825,23.6,426.7,75.33,0.49
5970,17.63157895,20.7,116.6,44.28,0.07
5971,34.50788863,23.2,182.5,53.4,0.29
5972,2.5887816,15.8,31,35.92,0.15
5975,22.02072539,19.3,170.8,51.09,0.7
5977,190.3181427,27.9,732.9,106.27,0.81
5978,3.216494845,15.6,0.1,40.09,0.34
5980,24.02542373,20.4,162.7,50.67,0.25
5981,11.50909091,18.4,96.9,47.38,0.09
5982,41.25309972,22.9,225.7,55.04,0.48
5983,4.0948,15.9,47.5,42.46,0.09
5984,12.17715322,23.1,66.6,36.4,1.27
5985,77.44488189,27.3,306.8,89.15,0.29
5986,15.49618321,19.6,115.8,51.18,0.23
5987,7.387218045,20.6,50.2,34.42,1.02
5988,43.98534024,24.7,210,59.99,0.56
5990,9.775874208,20.8,64.7,43.07,0.68
5993,10.8649574,21.2,71,50.03,1.68
5994,7.711878133,21.4,48.7,34.48,1.07
5995,43.17602235,28.5,172.3,53.08,3.56
5996,1.498026316,12.7,31.1,44.28,0.18
5998,7.890055249,19.4,61.1,43.94,1.41
5999,3.352564103,15.3,42.6,43.46,0.21
6000,19.60869565,17.9,175.2,53.51,0.18
6001,0.432325887,11.4,12.8,38.29,2.48
6002,23.96153846,21,152.3,49.68,0.09
6003,27.8630137,23.1,152.7,52.2,1.03
6004,101.8,27.5,397,52.11,0.07
6005,14.40540541,18.5,118.5,59.01,0.23
6007,34.32293987,25.8,158,49.35,2.39
6008,76.39121273,22.6,427.7,56.94,0.58
6009,6.127481908,15.6,75.7,47.11,0.3
6011,5.941520468,17.8,53.7,41.15,0.19
6012,6.705347511,17,66.9,45.48,0.07
6013,7.178217822,17.6,66.9,46.31,0.35
6014,0.384823848,13,7.7,18.94,1.53
6015,21.8830433,19.4,165.4,57.21,0.18
6016,7.165735221,17.7,67,48.02,0.97
6017,7.294256358,17.5,69.4,45.39,0.48
6018,10.82647708,21,70.2,39.75,0.46
6019,3.102439024,15.6,38.5,41.38,0.51
6020,26.5716802,21.6,163.1,62.7,0.73
6021,44.7037037,26.1,195.3,55.51,0.43
6022,39.38511628,23.9,196.6,49.92,0.12
6023,0.685341712,12,17.1,38.87,1.38
6024,29.32154341,21.3,187,51.57,1.12
6025,4.140258216,16.4,47.1,50.35,1.65
6027,9.032144119,15.2,118.1,58.82,0.43
6028,5.135430917,16.5,55.2,41.78,0.31
6029,1.31801282,12.3,31,45.29,1.06
6031,5.714285714,16.5,75.1,43.98,0.08
6032,2.97826087,14.8,41.7,41.22,0.15
6033,41.40540541,22.6,227.2,48.99,0.09
6036,16.16666667,21.2,84.1,43.03,0.18
6037,1.563533058,13.6,28,41.33,1.37
6039,77.01315789,26,332.3,50.76,0.03
6040,6.138461538,19,48,34.15,0.13
6041,2.20752044,14.9,30.5,38.43,0.52
6042,6.304954698,16.2,70,47.28,0.26
6043,37.50018389,20.7,252.2,64.9,1.04
6045,7.666077739,16.4,0.3,53.58,0.63
6048,0.758579882,14.2,11.7,21.65,0.3
6049,6.585648707,16.5,71.4,45.39,0.6
6051,8.814814815,18.4,74.6,42.97,0.17
6053,2.88943662,14.6,41.8,44.1,0.57
6057,36.19259259,22.1,212.1,51.52,0.25
6058,3.724770642,14.9,51.4,51.86,0.36
6059,10.12786339,18,90.3,50.37,0.5
6060,42.25974026,25,205,52.15,0.01
6061,3.667850799,15.8,44.1,40.89,0.3
6062,15.50769231,18.7,0.6,47.73,0.14
6071,45.06626506,24.4,217.2,48.65,0.19
6072,2.194190806,14.3,34.3,44.56,1.1
6073,2.414686825,15.2,31.6,37.48,0.12
6075,239.7692308,33.8,661.4,58.05,0.24
6076,5.804311774,15.6,70.2,45.64,0.11
6077,4.210385523,16.5,45.7,40.97,0.34
6079,2.083333333,14.6,29.7,37.46,0.21
6080,1.380143622,12,34.4,70.96,0.63
6081,11.98176478,19.7,89.2,49.95,0.77
6083,19.54667351,21.3,122.5,49.21,0.45
6084,13.54579829,21.3,90.1,48.25,2.94
6085,51.00556102,32.6,165,45.06,4.22
6087,3.171052632,15,43.2,42.21,0.4
6088,1.158555309,14.6,17.2,30.01,1.55
6089,7.308411215,16.9,74.2,44.18,0.14
6090,5.167913465,16.3,57.3,42.28,0.19
6093,9.529801325,20.5,66.8,44.39,1.85
6095,1.15443722,13.8,19.4,31.72,0.43
6097,0.60620915,10.5,22.5,54.77,0.63
6100,12.70496894,18.9,103.7,49.46,0.18
6101,63.97389241,27.9,258,51.99,2.68
6105,1.226240148,13.8,21.5,39.16,2.24
6106,2.198547499,14.1,36.5,44.17,2.42
6108,0.667703013,13.8,11.2,21.39,0.27
6112,65.73275792,24.7,312.4,54.99,0.22
6114,4.698074904,16.5,50.7,40.62,0.21
6116,47.67356875,19.8,346,53.78,0.26
6119,48.49270008,17.9,433.9,94.57,0.18
6121,0.712535619,11.6,19.6,53.17,0.49
6124,7.349122807,13.6,1.9,112.46,0.71
6126,4.56018438,15.7,56.1,49.01,0.87
6128,0.719866215,12.4,16.7,38.62,2.01
6130,245.6331115,29.4,846.8,80.6,0.04
6133,12.41468727,22.6,72.9,40.92,2.36
6135,41.6233559,18.7,340.2,72.89,0.4
6137,0.860954913,14.6,12.6,22.05,0.4
6140,3.156615987,14.9,44.3,44.17,0.87
6143,12.89754345,17,132.6,49.59,0.79
6146,14.46419148,16.2,161.3,74.15,0.13
6147,33.70833333,21.5,203.5,50.35,0.2
6148,9.807387863,16.4,108.6,56.07,0.89
6152,382.5932978,25.7,1675.8,106.14,0.1
6153,8.83719893,19.8,64.1,48.65,0.06
6157,11.27209501,17.5,104.9,53.29,0.21
6159,115.6188341,26.7,475.3,56.23,0.43
6168,4.123568027,19,32.7,24.64,0.42
6176,12.44132917,14.5,187.3,75.15,1.3
