YB,LM,TEMP,LRATIO,T_BOL,SURF_DENS
1793,8.206979035,19,65.2,44.5,0.36
1794,129.3663859,27.7,495.1,52.52,0.05
1795,20.71508194,25.3,99.4,47.51,2.57
1797,34.65805658,23.7,176.2,52.26,0.13
1798,265.2271605,34.7,704.6,58.03,0.03
1799,17.57452884,20.8,113.9,45.02,0.13
1800,16.9023668,22.1,107.7,51.92,4.05
1801,1.548523207,12.9,31,51.8,0.16
1802,1.887482419,13.2,35.5,42.89,0.24
1804,3.987833511,16.3,44.8,41.19,0.17
1805,4.63357216,15.7,56.2,44.16,0.11
1806,7.270581676,17.2,70.8,44.8,0.2
1807,55.85,24.7,261.5,50.61,0.1
1810,1.088682991,12.6,23.1,47.7,0.29
1812,0.588548602,12.4,13.5,33.59,1.38
1813,9.063997338,17.9,80.7,50.99,0.28
1816,0.585157127,12.3,13.9,33.43,1.58
1820,6.372359686,15.5,79.9,48.6,0.15
1821,19.5625,19.7,145.1,49.9,0.08
1822,3.874683544,16.1,43.9,39.83,0.11
1824,4.314937548,15.1,57.1,45.78,0.2
1825,5.226696495,14.8,72.7,47.24,0.15
1826,106.9410034,37.4,278.3,50.78,4.05
1827,15.44655582,19.6,113.8,50.43,0.21
1829,11.96774194,18.2,104.3,49.46,0.1
1831,7.710526316,18.4,63.8,40.15,0.05
1833,14.15006891,19.6,113.4,66.11,3.59
1836,3.910392266,15.9,46.2,41.03,0.31
1838,50.91936769,22.7,283.7,67.38,0.4
1839,63.45531915,25.7,278.2,52.5,0.21
1840,60.80849858,26,266.9,61.02,1.11
1843,14.84372294,19,117.1,46.94,0.08
1844,0.938718663,12.6,20,39.74,0.15
1845,14.8488121,20.9,96.2,44.76,0.08
1849,6.043653459,16.1,68.3,45.47,0.09
1852,4.244821092,17.9,37.6,41.4,0.04
1855,45.15827628,23.1,243,56.46,0.37
1857,3.979135829,15.5,50.1,51.15,0.11
1861,4.648687696,17.1,45.6,38.24,0.25
1864,5.030591775,14.8,69.6,48.26,0.13
1865,17.62650602,21,3.2,71.75,0.31
1867,8.640405616,17.5,81.8,51.3,0.17
1869,9.090070256,15.7,110.5,49.46,0.36
1870,3.744208102,16.1,42.9,43.61,0.53
1872,2.352917981,15.3,30.3,35.91,0.1
1876,3.982938246,16.8,41.9,41.65,0.79
1877,4.491135916,16.8,45.5,39.15,0.03
1878,3.292792793,14.7,46.8,49.65,0.08
1880,42.22222222,26.7,176.6,50.35,0.75
1882,0.4592888,13,9,20.09,0.08
1883,21.66334441,19.9,156,57.69,0.11
1884,0.567944999,10.6,20.3,44.92,0.3
1885,27.25528701,24.1,132.8,44.12,0.08
1886,20.26652299,20.4,138.5,59.21,0.15
1887,5.339563863,17.5,49.6,40.55,0.03
1891,8.05,19,1.5,38.75,0.06
1892,1.028044623,12.9,20.8,40.69,0.3
1893,10.75284553,20.5,71.9,41.16,0.03
1894,2.352694346,15.6,28.6,32.66,0.26
1896,31.67497291,28.7,117.6,36.74,0.03
1897,1.618705036,13.1,30.9,46.38,0.18
1898,1.283862434,14.8,17.9,29.45,0.17
1901,5.659525291,14.1,90.8,66.93,0.92
1902,0.756756757,14.1,12.1,21.84,0.05
1903,1.187590188,13.2,22.3,40.73,0.06
1904,27.68200606,21,177.5,53.45,0.24
1905,10.77933965,18.7,87.8,47.34,0.25
1906,0.303367113,11.9,7.7,20.63,0.84
1907,46.48835203,24.3,226.6,48.54,0.08
1908,0.195824524,11.3,5.7,17.43,0.09
1909,5.188688445,16.3,57.2,42.97,0.1
1910,0.699146982,12.6,14.9,32.81,0.32
1911,2.594269871,15.6,31.9,39.04,0.16
1912,2,14.7,28.8,37.63,0.07
1913,151.8086194,25.4,699.3,128.82,1.23
1914,12.42778597,21.2,82.1,55.9,1.96
1916,2.426300274,14.6,35.2,43.76,0.58
1917,0.504795592,12.1,12,27.9,0.38
1918,1.251108424,14.3,18.9,28.79,0.06
1920,14.22482197,18.1,122.2,48.03,0.1
1921,35.30874836,21.3,221.2,53.15,0.45
1923,14.65984108,21.1,95,44.75,0.92
1924,0.715104286,12.2,16.4,35.97,0.11
1926,0.558439168,12,13.6,32.38,0.26
1928,1.116658428,12.3,25.5,42.95,0.55
1929,44.16810008,25.4,197.2,47.68,0.19
1930,1.378411158,13.5,24.1,41.42,0.21
1931,6.604985618,16.8,68.7,46.96,0.17
1933,29.62920875,25.9,135.8,44.68,2.38
1936,10.08857809,17.9,90.5,45.92,0.12
1937,4.345052083,16.5,47,42.87,0.03
1938,39.85472579,22.7,219.7,52.29,0.3
1939,0.171008767,10,7.4,30.43,0.2
1940,8.715557638,17.1,86.4,46.18,0.19
1941,0.954260506,13,18.5,35.2,0.13
1942,30.37073446,23.4,161.4,50.73,1
1945,0.648895532,11.7,17.3,40,0.44
1946,3.061941964,14.2,47.3,47.54,0.16
1948,0.185058779,11.3,5.5,17.11,0.51
1949,17.96396396,20.3,124.5,54.22,0.62
1950,6.380725696,18.2,55.4,39,0.29
1952,1.187630589,12.7,24.4,40.13,0.15
1953,3.5,15.9,41.5,40.52,0.05
1954,4.210909255,15.7,51.6,45.1,0.71
1956,5.907728707,19,45.4,35.44,0.01
1957,13.71803853,21.5,85,42.88,0.47
1960,2.464297032,14.2,38,48.9,0.29
1962,18.9685904,21.3,118.5,46.73,0.04
1963,151.6138743,36.7,366.5,53.13,0.01
1964,2.389939024,14.2,37.3,42.37,0.14
1966,2.418996093,14.4,36.6,40.5,0.1
1968,3.889672335,16.1,44.4,41.54,0.07
1969,5.458333333,15.3,70,49.75,0.15
1971,3.534825871,14.3,53.7,52.25,0.3
1972,1.749567224,13.6,30.3,39.94,0.04
1973,9.625871766,18.4,82.4,44.97,0.55
1976,1.885411651,14,30.2,40.19,0.17
1977,13.82854209,20,98.8,50.48,0.37
1978,0.630754001,11.9,15.7,35.74,0.25
1979,2.107142857,14.8,29.3,36.64,0.12
1982,0.451612903,11.3,13.2,35.48,0.17
1983,9.345638798,19.8,67.7,38.54,0.09
1984,173.2,31.8,508.7,53.47,0.05
1986,0.421089404,11.3,12.8,38.39,1.95
1987,0.644975118,12.4,14.9,37.47,2.13
1989,0.862080945,12.9,17.2,32.09,0.33
1990,65.15845824,24.9,300.6,55.37,0.17
1992,1.809698276,14.2,28.4,40.06,0.76
1994,0.452473367,11.8,11.4,30.94,0.21
1997,0.829828351,12.4,18.8,45.54,0.78
2000,9.630179828,17.8,87.1,45.61,0.1
2002,41.75070479,21.2,262,54.61,0.12
2004,1.824032177,14.3,27.8,39.49,0.19
2005,0.432029795,11.9,0.4,30.59,1.26
2009,1.112963959,12.6,23.9,42.41,0.06
2010,0.587568681,13.5,10.3,20.94,0.06
2012,7.543828265,20.7,49.9,32.04,0.03
2016,1.330110768,12.2,31.1,43.59,0.29
2017,1.8,16.3,19.6,25.17,0.05
2018,1.209037942,13.5,21.2,34.31,0.1
2019,14.27549195,19.4,107.3,48.7,0.15
2020,1.579439252,15.9,18.4,24.69,0.03
2022,3.778837814,15.3,49.4,48.94,0.5
2024,24.85185185,21.6,151.1,67.92,0.05
2025,26.32169576,23.6,133.7,45.32,0.06
2026,2.829615109,13.4,51.7,58.36,0.66
2027,0.203053653,11.4,5.8,17.37,0.52
2028,168.8550633,35.5,451.9,55.67,1.82
2029,7.833096692,19,62.5,40.15,0.81
2030,3.540148498,13.4,65.9,49.82,1.42
2032,10.79987531,18.8,87.1,43.44,0.09
2033,10.35731007,18.3,89.5,47.15,0.67
2034,11.70207668,18.3,100.2,47.05,0.05
2036,10.66666667,18.6,3,47.64,0.3
2038,0.212962963,11.5,0.2,17.47,0.5
2040,45.63636364,36.5,112,30.57,0.01
2042,54.7468599,24,270.2,56.91,0.14
2044,12.48644677,18.2,107.9,47.37,0.22
2045,2.196762772,15.1,29.3,40.73,0.35
2047,22.39285714,22.1,4.4,55.01,0.65
2050,0.412565142,10.8,13.9,52.18,0.07
2051,0.047316648,8.9,3.1,13.76,0.2
2052,9.086956522,19,71.5,44.74,0.07
2055,8.244604317,16.5,89,54.69,0.28
2056,0.212907698,11.6,5.9,17.46,0.65
2057,18.75927328,20.3,127.2,50.5,0.07
2059,42.03649635,22.1,8.4,55.88,0.9
2060,0.207251751,11.4,5.9,17.49,0.33
2061,27.63844732,26.6,129.7,56.68,5.53
2062,14.14921466,20.5,3.3,55.99,1.49
2064,28.47222222,22.8,5.2,49.54,0.18
2065,41.55463029,28.6,154.5,44.34,1.04
2068,12.33333333,21.8,2.4,35.57,0.03
2069,15.87878788,22.4,88.8,41.79,0.02
2070,3.374449339,14.2,1.8,49.15,0.27
2071,1.648122666,13.3,30.2,43.52,0.17
2074,1,14.8,13.9,22.87,0.04
2075,22.8,18.5,6.5,49.13,0.04
2077,5.331379204,15.7,65.6,50.1,0.92
2078,0.481012019,11.6,13.1,42.83,0.75
2080,0.430820662,10.4,15.9,44.02,0.2
2081,0.960130516,14,16.1,28.92,2.32
2082,0.062992126,9.3,0.1,14.41,0.22
2083,5.875,17.7,1.9,40.4,0.02
2084,18.84183673,20.6,4.4,47.82,0.79
2089,56.68645161,23.1,301.1,68.43,0.29
2091,8.281025474,17.1,84.6,50.39,1.22
2092,9.857142857,16.8,102.6,67.39,0.28
2093,0.352322131,11.3,10.2,30.11,0.27
2095,7.508778056,17.7,70,51.68,0.5
2096,5.707871012,16.2,65.1,54.66,0.67
2097,7.332652254,17.8,68.3,45.67,1.13
2098,9.529618254,18,84.8,45.16,0.1
2099,2.457142857,14.6,35.2,40.67,0.28
2100,3.532671629,15.2,46.6,44.34,0.73
2102,2.267639274,14.7,33,46.06,0.9
2103,15.37850611,17.4,146.3,66.14,0.12
2104,24.5,23.3,4.4,44.23,0.06
2105,18.15848551,21,119.5,48.59,1.13
2106,0.405728289,12.1,9.7,21.41,0.27
2107,27.02084202,22.1,157.8,52.96,0.42
2108,5.07651622,16.3,56,45.13,0.13
2109,11.24773337,20.1,80.7,46.95,1.05
2110,0.195695989,11.3,5.8,17.43,0.15
2111,7.990582192,16.7,82.4,55.59,0.07
2112,0.367694567,12.5,8,19.36,0.06
2114,1.313732394,15.5,16.5,23.94,0.2
2115,0.50628157,11.5,13.9,37.88,0.14
2116,15.1975468,19.8,110.5,46.22,0.04
2117,3.776859504,16.1,43,40.76,0.16
2119,1.54521535,13.4,28.2,42.16,0.61
2120,5.138563622,16.1,57.8,51.51,0.1
2121,127.6415094,31.5,411.3,56.79,1.83
2122,110.2576177,34.2,307.1,55.98,1.23
2123,1.453125,13.2,27.2,66.54,0.15
2124,2.646307444,15.5,33.4,37.79,0.74
2125,0.763157895,12.3,0.6,38.1,0.11
2127,30.2745098,20,7.7,51.91,0.12
2128,4.626666667,19,36.8,29.28,0.02
2130,2.21480381,14.5,32.9,39.97,0.35
2133,4.255845942,17.1,42.3,37.77,0.1
2134,2.833333333,14.3,43.1,46.31,0.07
2135,4.5,18.1,36.8,31.55,0.02
2136,2.3081189,13.2,43.4,46.59,0.17
2137,2.157166245,14.6,31.5,39.17,0.16
2140,27.26174497,19.3,208.7,56.5,0.1
2142,0.791005451,12.2,18.6,41.33,0.54
2143,3.518518519,15.5,1.6,40.28,0.08
2145,7.546391753,18.9,60.2,40.59,0.18
2146,3.401796908,13.6,58.7,48.17,0.12
2147,71.72383721,30.6,245,46.7,0.01
2148,3.144736842,15.9,36.5,37.96,0.08
2150,17.17438834,20.2,119.5,49.19,0.24
2151,4.339622642,16.2,48,43.56,0.14
2153,13.87975831,18.1,122.4,50.68,0.37
2155,16.37059057,21,104.3,47.22,0.23
2156,1.770228672,13.9,28.9,39.94,0.27
2157,6.525021949,16.5,70.7,56.07,0.08
2158,6.325641026,19,1.9,42.24,0.85
2161,5.114206128,17.7,1.8,39.75,1.08
2162,0.249097473,10.8,0.3,38.57,0.59
2163,8.093567251,16.6,3.2,61.12,0.26
2164,4.375,15.5,2,50.36,0.2
2165,13.58333333,20.4,3.4,57.28,0.13
2171,0.457258609,10.8,15.3,40.9,0.23
2172,1.99521427,13.6,34.6,42.61,0.3
2173,6.412427746,15.1,86,50.49,0.16
2174,5.870967742,16.3,2.4,53.31,0.07
2175,16.39285714,19.9,4.4,48.74,0.2
2176,31.94189617,27.3,138.2,47.78,3.89
2178,0.816830551,14.3,12.3,22.12,0.11
2180,0.898550725,13.1,0.6,34.58,0.09
2182,11.45838838,20.8,75.7,41.2,0.03
2183,14.36764706,20.2,100.2,47.19,0.1
2184,2.914947475,16.7,30.4,32.19,0.06
2185,6.384558824,18.6,52.4,36.85,0.05
2186,9.390625,17.8,85.6,50.06,0.29
2188,6.290981146,17.5,60.4,41.31,0.81
2189,6.666666667,20,1.7,31.03,0.04
2190,0.976342835,13,19.3,39,0.37
2191,3.024730216,14.2,47.3,46.54,0.15
2194,24.89781983,20.9,162.6,54.48,0.59
2195,8.937211,20.2,62,37.81,0.08
2197,1.315789474,13.8,0.9,39.59,0.78
2199,15.00245902,18.7,120.9,48.72,0.07
2200,2.362924282,14.6,33.9,42.48,0.06
2201,2.785714286,15.5,1.3,37.82,0.11
2202,9.452830189,17.2,3.5,45.89,0.07
2203,2.380497646,15.8,28.2,33.76,0.13
2204,8.35,17.5,3,45.29,0.26
2205,3.019578313,15.8,36,40.66,0.15
2207,4.810810811,17.8,43.6,36.79,0.1
2208,15.18918919,18.6,5,50.2,0.13
2209,11.78125,19.5,87.7,44.39,0.04
2210,15.45652174,18.9,4.9,57.35,0.78
2211,104.5,35.8,11.1,48.8,0.02
2212,10.29779412,18.3,88,52.15,0.04
2213,49.66465257,27.4,187.3,44.89,0.02
2214,0.274533518,11.9,6.9,18.44,0.08
2215,7.410870567,17,74.5,47.68,0.26
2216,87.31245483,26.7,358.8,54.48,0.38
2217,14.39664804,20.6,96.7,44.08,0.14
2218,39.7170418,22.7,219.2,49.8,0.13
2219,6.826182618,17.6,64.2,47.68,0.44
2221,12.10183082,20.1,88.7,51.58,1.93
2222,6.679012346,16.5,2.9,47.54,0.12
2223,10.56756757,19.2,3.2,46.61,0.33
2224,22.9202773,20.3,157.7,56.74,0.37
2227,1.487256372,13.6,25.7,38.49,0.06
2228,4.02393617,15.5,49.9,43.45,0.12
2229,7.590021692,20,53.4,33.86,0.11
2231,10.47232704,18.7,86.3,46.88,0.68
2232,19.81474707,24.4,100.8,46.44,2.24
2233,9.468536252,17.7,86,46.44,0.08
2234,19.10912255,21.8,115.9,45.65,0.69
2238,8.816965691,16.7,92.9,53.41,0.46
2240,71.00804598,21.5,431.1,55.29,0.02
2241,11.2518797,19.9,3.4,55.19,1.61
2243,12.51163575,17.9,114.2,56.36,0.86
2245,2.535391166,17.2,24.7,26.71,0.04
2246,2.772769953,15.5,34.8,36.99,0.24
2248,8.631905649,17.7,79.2,45.44,0.08
2249,3.723727693,15.7,44.6,41.22,0.06
2251,8.983508246,18.8,72,40.66,0.1
2252,8.885258359,17.5,83.4,46.46,0.2
2253,0.596318212,11.9,15,50.52,0.36
2254,3.19047619,16.3,1.5,41.77,0.96
2256,12.45578231,18.2,4.4,47.12,0.51
2257,6.675409836,16.9,67.6,43.95,0.04
2260,0.722222222,11.9,17.6,40.8,0.07
2261,1.64670418,14.3,24.6,37.62,0.05
2263,9.085762467,17.6,84.3,46.26,0.28
2264,250.2,36.3,608,51.13,0.05
2266,33.58074534,22.9,184.9,58.53,0.91
2267,3.254841998,15.3,41.4,42.1,0.08
2268,4.661623727,14.2,72,52.54,0.28
2269,68.30658683,28.6,248.6,50.48,0.06
2270,410.7887324,38.4,926,72.84,0.07
2272,0.228790728,10.2,9,33.93,0.25
2273,16.30301954,19.6,121.7,53.98,0.46
2275,25.84570025,21.8,155,46.62,0.06
2276,10.46153846,18.4,3.7,44.27,0.05
2277,3.879662749,15.8,46.2,43.39,0.32
2278,8.502912621,17.5,79.3,45.26,0.19
2279,6.688898181,16.1,75.5,45.84,0.09
2280,4,15.3,50.8,43.66,0.06
2281,2.815881666,15.1,37.9,41.75,0.71
2282,3.149495835,14.4,48.1,49.78,0.75
2284,8.870938394,17.1,88.7,58.93,0.34
2286,37.27109053,21.7,223.4,49.91,0.11
2288,2.942396313,15.5,36.7,43.29,0.06
2289,10.00722311,19,78.3,49.51,0.18
2291,0.266151431,10.6,9.5,32.47,0.15
2292,4.36345679,16.7,46.3,42.31,0.38
2293,12.66050354,19,99.2,45.31,0.1
2294,8.534262485,17.1,84.4,49.78,0.12
2295,1.171186441,15.2,15.5,23.49,0.06
2297,9.538461538,18.8,73.6,46.02,0.13
2299,35.25657895,24.5,168.2,48.75,0.07
2300,3.237080448,15.2,42.2,42.81,0.09
2301,3.21250759,14.6,46.5,45.79,0.16
2302,4.478593272,16.2,49.7,43.54,0.08
2303,2.696808511,14.9,37.2,39.92,0.08
2304,22.39259081,21.9,138.2,54.81,1.85
2305,1.16958042,12.7,24.5,40.84,0.22
2306,7.909090909,18.4,66.8,42.91,0.07
2307,0.684210526,11.7,18,40.68,0.18
2309,19.90370059,19.6,149.4,58.1,0.77
2310,8.651079137,17.4,83.4,48.06,0.04
2312,0.556835637,13.4,10,20.75,0.08
2313,1.437339497,14,22.9,37.46,0.15
2314,0.019617246,7.7,2.2,11.84,0.36
2315,16.75100402,19.7,122.7,46.94,0.11
2316,4.258892556,13.3,77.7,50.12,0.08
2317,11.19425921,16.9,114.1,59.82,0.24
2319,0.194736842,10.1,0.4,31.05,0.97
2320,0.381377304,10.6,13.6,39.36,0.12
2322,0.436741334,11,14.1,37.27,0.27
2324,3.586840832,16.2,40.5,39.71,0.51
2325,4.93924812,16.3,56.3,56.98,1.34
2326,2.792697769,17.2,27.4,25.37,0.16
2327,29.49269588,20.8,191.6,63.81,0.18
2328,2.808,14.9,1.8,41.84,0.95
2329,0.365079365,12.4,0.4,19.27,0.08
2331,43.39130435,24,10.1,49.79,0.13
2332,2.23340513,14.2,34.6,40.71,0.29
2333,31.99019821,21.6,194.1,61.31,0.29
2334,0.229166667,11.6,6.3,17.9,0.12
2336,15.25105144,20.6,103.1,61.05,0.51
2337,27.12671977,21.2,170.7,52.27,0.07
2338,4.982202447,16.4,54.7,43.78,0.06
2340,1.104806409,13.5,19.5,34.33,0.08
2342,6.151315789,18.5,51,38.39,0.04
2344,0.184379295,11.1,5.7,17.26,0.13
2345,1.135661765,13.5,20.3,38.17,0.13
2346,8.858400693,18.1,77.7,52.63,0.44
2347,1.810785966,13.3,33.1,46.58,0.21
2350,0.790558262,11.8,20,42.56,0.26
2351,2.454738331,13.5,42.6,54.62,0.09
2353,9.256393001,19.2,74.3,46.32,1.65
2354,1.924802659,14.5,28.1,36.74,0.04
2355,6.0625,18.3,51.8,38.6,0.03
2357,1.0530571,14,16.9,29.77,0.07
2359,16.89340102,22,97.7,41.84,0.02
2360,0.427527406,10.8,14.3,38.85,0.25
2362,1.037052994,12.9,20.9,37,0.07
2366,112.3333333,26.9,403.2,69.1,0.43
2367,5.625388371,15.9,65.3,46.69,0.28
2368,12.85568,19.8,96.1,48.12,1.49
2373,2.059327312,13.5,36.2,45.64,0.04
2374,0.750603007,12.3,17.2,40.37,0.52
2375,3.94278169,15.9,45.5,41.45,0.1
2376,7.753694581,17.6,72.6,44.23,0.09
2377,0.6191052,13.6,10.5,21.12,0.04
2380,20.82971619,20.5,141.1,46.57,0.05
2382,0.378618114,12.6,8.1,19.46,0.05
2383,0.493302464,10.5,18.1,43.1,0.22
2384,5.312858211,18.6,46.1,43.23,2.01
2388,3.774535809,16.8,38.7,38.25,0.09
2389,3.084757348,16.7,32.5,33.51,0.07
2390,1.094657131,15,14.8,23.23,0.04
2391,3.522012579,16,40.8,51.43,0.07
2392,1.389982111,13.7,23.6,35.66,0.05
2393,0.291616623,12,7.1,18.63,0.07
2394,34.02152374,23.2,186.1,56.68,1.67
2395,11.09379128,19.8,80.3,41.52,0.04
2396,10.08988764,19,77.6,43.23,0.04
2398,6.918884258,17.5,65.2,42.63,0.11
2400,1.575,14.2,1.3,38.01,0.23
2401,17.48502415,16.7,185.2,74.7,0.74
2403,6.092942484,16.9,61.8,43.42,0.07
2405,23.11764706,20.9,145.8,47.52,0.06
2406,1.909605623,14,30.9,41.36,0.29
2407,5.08411215,17,51.2,40.17,0.13
2408,3.538461538,18.3,30.6,28.29,0.01
2409,0.568424566,12.1,13.2,33,0.14
2410,3.246303642,15,44,48.1,0.18
2411,33.56153846,23.1,180.5,47.91,0.33
2412,6.142857143,15.5,4.2,46.33,0.03
2414,10.5,21,4.7,40.73,0.02
2416,45.38626609,29.4,9.4,46.12,2.38
2425,11.89908714,18.8,97.2,51.18,0.85
2426,3.853843669,16.1,44.6,50.47,0.74
2427,1.215324927,13.1,23.3,38.71,0.16
2430,11.4173735,18.4,95.9,45.25,0.07
2431,9.81724846,16.2,111.8,63.49,0.94
2432,106.3158397,40,222.5,48.58,0.12
2439,126.6600266,36.2,324.6,48.92,1.32
2441,23.6674611,21.3,147.4,48.53,0.16
2442,9.481837939,18.2,82.7,44.85,0.63
2443,8.109569715,19.8,58.8,39.41,0.09
2444,5.833333333,16.5,61.9,51.4,0.03
2446,9.92601432,18.3,86.2,59.58,0.88
2447,6.25297619,16.8,64.6,43,0.03
2449,12.04114322,18.4,100.5,48.45,0.12
2450,3.884057971,15.9,44.7,43.55,0.06
2452,0.344659572,11.2,10.3,31.99,0.09
2453,40.46832845,22,236.4,57.6,0.28
2454,9.044061303,17.4,86.7,49.43,0.2
2458,5.194286795,16.4,56.2,46.24,0.17
2460,1.294387171,15.4,15.8,23.88,0.04
2461,0.114040661,9.3,6.3,36.17,0.37
2462,0.461810614,11.7,12.3,31.25,0.22
2463,2.737837838,14.9,37.4,44.55,0.05
2464,130.0745787,28.9,470.2,64.11,0.57
2465,1.247552448,13.2,23.3,42.75,0.04
2466,2.835849787,14.7,40.4,52.66,0.08
2468,7.84587156,18.1,69.5,59.46,0.04
2469,0.606216139,11.9,15.2,43.25,0.31
2470,1.461833105,13.4,26.5,39.95,0.06
2472,2.328979344,14.2,36.2,43.85,0.16
2473,30.10866142,15.6,373.3,80.32,0.39
2474,41.41927553,21.6,271.9,109.62,3.26
2476,0.248731884,10.4,9.4,34.58,0.26
2477,1.316958565,13.9,21.7,35.89,0.1
2479,7.436018957,18.3,62.9,40.22,0.03
2480,8.704255319,19.9,62.6,36.74,0.03
2483,3.27451989,15.9,38.7,39.3,0.29
2484,6.097772949,15.6,75.1,48.14,0.13
2485,33.88638373,21.9,199.8,50.89,0.14
2486,10.34205125,14.5,153.7,55.93,0.32
2489,7.160381268,17.2,69.9,44.56,0.12
2490,81.75609534,27.2,331.7,58.37,0.94
2492,6.756695652,16.4,74,58.92,0.41
2493,421.8705584,25,1960,92.36,0.37
2494,13,18.1,113.5,48.88,0.09
2495,12.64210526,18.9,6.6,51.41,0.51
2496,7.841605069,18.4,66,43.74,0.18
2497,2.77039529,15.5,34.2,42.02,0.09
2498,3.347916667,17.3,32.3,32.88,0.03
2499,1.647887324,14.7,23.3,31.32,0.05
2500,2.066783831,14.4,31,38.26,0.06
2502,1.1504363,12.6,24.7,41.05,0.18
2503,14,18.5,6.4,45.98,0.02
2505,6.572727273,16.3,72.5,53.6,0.16
2506,16.01926782,19.9,115.8,48.19,0.38
2508,3.763157895,16.9,38.3,36.65,0.21
2510,19.19397993,19.6,141.7,53.35,0.02
2511,3.63099631,15.4,45.7,41.16,0.15
2512,209.7952243,33.6,581.3,57.79,0.06
2513,1.196105702,13.3,35.3,40.98,0.09
2515,10.38541667,21.8,66.5,49.25,3.11
2516,36.56123536,22.2,209.5,60.03,0.14
2517,20.99183303,21.8,124.6,48.43,0.08
2518,483.5093168,39,1071.7,55.68,0.03
2519,4.374512354,16,51,44.07,0.09
2523,2.914739386,15.1,38.8,51.83,0.3
2524,2.959346505,15,40,41.52,0.15
2528,0.624963631,12.4,13.7,33.47,0.07
2529,3.267962806,16.1,37,36.65,0.21
2530,18.19847328,18.1,160.2,54.96,0.07
2531,5.334140436,16.9,54.7,48.11,0.02
2532,0.847567982,12.7,17.5,37.8,0.14
2535,16.61154856,18.8,135.2,64.48,0.33
2539,10.57792208,20.9,68.6,36.82,0.06
2540,2.7625,14.1,3.5,49.38,0.2
2541,17.33333333,19.9,10,48.28,0.03
2542,10.70833333,19.6,6.6,43.51,0.04
2543,6.03147482,16.9,60.9,42.37,0.16
2544,4.650485437,15.9,4.5,47.4,0.36
2546,0.877797672,13.1,16.9,33.2,0.22
2547,128.566145,16.1,1482.8,134.88,0.71
2548,15.75964942,17.4,152.3,51.62,0.82
2550,0.076803523,9.7,3.7,14.78,0.65
2552,5.060606061,17.7,46.7,37.25,0.05
2561,4.47779234,15.4,59.2,50.74,1.62
2562,45.07999009,19.9,326.1,59.9,0.58
2570,2.555921053,14.6,36.8,40.03,0.35
2571,0.292750929,12,7.1,18.65,0.1
2574,1.962962963,14.1,31.2,41.58,0.07
2575,10.47368421,18.5,86.9,45.64,0.07
2579,0.161968348,10.9,5.3,16.89,0.13
2584,2.982885086,15.4,38.1,42.19,0.49
2587,11,18.8,88.7,46.65,0.06
2589,247,34.2,669.4,54.19,0.03
2590,48.18965517,22.2,277.8,62.55,0.16
2600,2.702970297,14.7,38.1,43.25,0.04
2601,0.132840448,10.6,4.7,16.34,0.1
2603,0.718061674,14,11.6,21.65,0.03
2607,0.82010582,14.3,12.7,22.14,0.05
2614,6.580929487,16.9,67,46.4,0.03
2615,10.7254306,19.6,80,41.56,0.06
2618,10.91326531,19.3,84.1,44.36,0.03
2621,19.48101266,22.6,108.3,42.8,0.01
2626,0.202155172,11.3,5.9,17.52,0.1
2627,1.555366269,14.2,25,44.63,1.86
2628,3.500710949,17.5,33.3,29.9,0.38
2631,0.08110176,9.7,3.8,15.05,0.14
2633,8.788732394,18,77.2,47.66,0.02
2634,11.23717949,18.2,97.7,55.04,0.41
2636,5.360995851,16.5,158.1,42.1,0.29
2637,17.82531501,22.1,104.5,45.61,0.38
2646,5.967657343,17.2,57.7,45.14,0.03
2647,13.48447205,21.2,85,40.89,0.02
2652,470.6,38.2,1038.5,58.68,0.06
2654,5.388888889,15.5,67.4,47.24,0.07
2655,0.125954198,8.8,8.4,38.42,0.94
2656,2.393054571,13.7,40.7,43.7,0.17
2657,8.571895425,17.7,78.6,51.39,0.08
2658,1.186613629,15.1,16.2,22.84,1.23
2660,26.35294118,23,141.7,40.57,0.05
2661,69.90938511,22.2,404.2,61.71,0.47
2663,2.876124775,18.4,24.8,26.31,1
2664,3.425185185,15.8,40.6,42.71,0.03
2667,6.994395516,17.4,66.9,45.53,0.15
2668,7.669773635,13.6,133.7,57.04,0.59
2673,8.625,16.2,101.2,51.81,0.05
